"id","url","name","answers","rightAnswer","description","ask"
"01043f03-4ba1-42d7-98bd-fc878b387523",humanas-08-2016,Ciências Humanas e suas Tecnologias - QUESTÃO 08 - 2016,"{""a"": ""restrição à realização do comércio ambulante por africanos escravizados e seus descendentes."", ""b"": ""convivência entre homens e mulheres livres, de diversas origens, no pequeno comércio."", ""c"": ""presença de mulheres negras no comércio de rua de diversos produtos e alimentos."", ""d"": ""dissolução dos hábitos culturais trazidos do continente de origem dos escravizados."", ""e"": ""entrada de imigrantes portugueses nas atividades ligadas ao pequeno comércio urbano.""}",c,"A África Ocidental é conhecida pela dinâmica das suas mulheres comerciantes, caracterizadas pela perícia, autonomia e mobilidade. A sua presença, que fora atestada por viajantes e por missionários portugueses que visitaram a costa a partir do século XV, consta também na ampla documentação sobre a região. A literatura é rica em referências às grandes mulheres como as vendedoras ambulantes, cujo jeito para o negócio, bem como a autonomia e mobilidade, é tão típico da região.","A abordagem realizada pelo autor sobre a vida social da África Ocidental pode ser relacionada a uma característica marcante das cidades no Brasil escravista nos séculos XVIII e XIX, que se observa pela"
"013339fb-0648-4694-84eb-3a4284df6348",linguagens-95-2015,"Linguagens, Códigos e suas Tecnologias - QUESTÃO 95 Inglês - 2015","{""a"": ""alteração de imagens."", ""b"": ""exposição ao mundo virtual."", ""c"": ""acesso a novas informações."", ""d"": ""fascínio por softwares inovadores."", ""e"": ""interferência dos meios de comunicação.""}",a,"How fake images change our memory and behaviour<br />For decades, researchers have been exploring <br />just how unreliable our own memories are. Not only is <br />memory fickle when we access it, but it’s also quite easily <br />subverted and rewritten. Combine this susceptibility <br />with modern image-editing software at our fingertips like <br />Photoshop, and it’s a recipe for disaster. In a world where <br />we can witness news and world events as they unfold, <br />fake images surround us, and our minds accept these <br />pictures as real, and remember them later. These fake <br />memories don’t just distort how we see our past, they <br />affect our current and future behaviour too – from what we <br />eat, to how we protest and vote. The problem is there’s <br />virtually nothing we can do to stop it. <br />Old memories seem to be the easiest to manipulate. <br />In one study, subjects were showed images from their <br />childhood. Along with real images, researchers snuck <br />in manipulated photographs of the subject taking a hot-<br />air balloon ride with his or her family. After seeing those <br />images, 50% of subjects recalled some part of that hot-air <br />balloon ride – though the event was entirely made up.","A reportagem apresenta consequências do uso de novas tecnologias para a mente humana. Nesse contexto, a memória das pessoas é influenciada pelo(a) "
"01398cf2-ed9e-4674-bce7-c899af5a862a",naturais-83-2016,Ciências Naturais e suas Tecnologias - QUESTÃO 83 - 2016,"{""a"": ""produção de indivíduos mais férteis."", ""b"": ""transmissão de novas características adquiridas."", ""c"": ""recombinação genética na formação dos gametas."", ""d"": ""ocorrência de mutações somáticas nos descendentes."", ""e"": ""variação do número de cromossomos característico da espécie.""}",c,"O Brasil possui um grande número de espécies distintas entre animais, vegetais e microrganismos envoltos em uma imensa complexidade e distribuídas em uma grande variedade de ecossistemas.<br />O incremento da variabilidade ocorre em razão da permuta genética, a qual propicia a troca de segmentos entre cromátides não irmãs na meiose.",Essa troca de segmentos é determinante na 
"014b2a0f-3d08-49dc-8225-24bce0b101e4",naturais-124-2017,Ciências Naturais e suas Tecnologias - QUESTÃO 124 - 2017,"{""a"": ""<img src='https://enemapi.erikna.com/images/2017/124a.png' />"", ""b"": ""<img src='https://enemapi.erikna.com/images/2017/124b.png' />"", ""c"": ""<img src='https://enemapi.erikna.com/images/2017/124c.png' />"", ""d"": ""<img src='https://enemapi.erikna.com/images/2017/124d.png' />"", ""e"": ""<img src='https://enemapi.erikna.com/images/2017/124e.png' />""}",c,"O brinquedo pula-pula (cama elástica) é composto por uma lona circular flexível horizontal presa por molas à sua borda. As crianças brincam pulando sobre ela, alterando e alternando suas formas de energia. Ao pular verticalmente, desprezando o atrito com o ar e os movimentos de rotação do corpo enquanto salta, uma criança realiza um movimento periódico vertical em torno da posição de equilíbrio da lona (h = 0), passando pelos pontos de máxima e de mínima alturas, hmáx e hmín, respectivamente.","Esquematicamente, o esboço do gráﬁco da energia cinética da criança em função de sua posição vertical na situação descrita é:"
"014c9c29-d305-4e66-9cdd-9dd422a77fb5",matematica-138-2016,Matemática e suas Tecnologias - QUESTÃO 138 - 2016,"{""a"": ""23,5%"", ""b"": ""21,2%"", ""c"": ""19,0%"", ""d"": ""11,8%"", ""e"": ""10,0%""}",a,"A fim de acompanhar o crescimento de crianças, foram criadas pela Organização Mundial da Saúde (OMS) tabelas de altura, também adotadas pelo Ministério da Saúde do Brasil. Além de informar os dados referentes ao índice de crescimento, a tabela traz gráficos com curvas, apresentando padrões de crescimento estipulados pela OMS.<br />O gráﬁco apresenta o crescimento de meninas, cuja análise se dá pelo ponto de intersecção entre o comprimento, em centímetro, e a idade, em mês completo e ano, da criança.<br /><img src='https://enemapi.erikna.com/images/2016/138.png' /><br />Uma menina aos 3 anos de idade tinha altura de 85 centímetros e aos 4 anos e 4 meses sua altura chegou a um valor que corresponde a um ponto exatamente sobre a curva p50. ","Qual foi o aumento percentual da altura dessa menina, descrito com uma casa decimal, no período considerado?"
"01a906f9-5367-4773-b6bb-a7686af5bb9b",humanas-18-2012,QUESTÃO 18 - Ciências Humanas e suas Tecnologias - 2012 ,"{""a"": ""política de apropriação efetiva do espaço."", ""b"": ""econômica de uso de recursos do espaço."", ""c"": ""privada de limitação sobre a utilização do espaço."", ""d"": ""natural de composição por elementos físicos do espaço."", ""e"": ""simbólica de relação subjetiva do indivíduo com o espaço.""}",e,"Portadora de memória, a paisagem ajuda a construir os sentimentos de pertencimento; ela cria uma atmosfera que convém aos momentos fortes da vida, às festas, às comemorações.","No texto, é apresentada uma forma de integração da paisagem geográfica com a vida social. Nesse sentido, a paisagem, além de existir como forma concreta, apresenta uma dimensão"
"01d3bca7-eb19-4752-a8ba-d832ef416e38",naturais-49-2012,QUESTÃO 49 - Ciências da Natureza e suas Tecnologias - 2012,"{""a"": ""Éter e éster."", ""b"": ""Cetona e éster."", ""c"": ""Álcool e cetona."", ""d"": ""Aldeído e cetona."", ""e"": ""Éter e ácido carboxílico.""}",b,"A produção mundial de alimentos poderia se reduzir a 40% da atual sem a aplicação de controle sobre as pragas agrícolas. Por outro lado, o uso frequente dos agrotóxicos pode causar contaminação em solos, águas superficiais e subterrâneas, atmosfera e alimentos. Os biopesticidas, tais como a piretrina e a coronopilina, têm sido uma alternativa na diminuição dos prejuízos econômicos, sociais e ambientais gerados pelos agrotóxicos. <img src='https://enemapi.erikna.com/images/2012/49.png' />",Identifique as funções orgânicas presentes simultaneamente nas estruturas dos dois biopesticidas apresentados:
"0248a54a-6b05-47de-b3c5-e6818efceb18",naturais-110-2020,Ciências Naturais e suas Tecnologias - Questão 110 - 2020,"{""a"": "" hibridismo."", ""b"": "" transgenia."", ""c"": "" conjugação."", ""d"": "" terapia gênica."", ""e"": "" melhoramento genético.""}",b,"Instituições acadêmicas e de pesquisa no mundo estão inserindo genes em genomas de plantas que possam codificar produtos de interesse farmacológico. No Brasil, está sendo desenvolvida uma variedade de soja com um viricida ou microbicida capaz de prevenir a contaminação pelo vírus causador da aids. Essa leguminosa está sendo induzida a produzir a enzima cianovirina-N, que tem eficiência comprovada contra o vírus.",A técnica para gerar essa leguminosa é um exemplo de
"0270583d-8881-4b02-9749-62af4c699ea8",humanas-42-2015,Ciências Humanas e suas Tecnologias - QUESTÃO 42 - 2015,"{""a"": ""ação do Poder Judiciário para criminalizar a violência sexual."", ""b"": ""pressão do Poder Legislativo para impedir a dupla jornada de trabalho."", ""c"": ""organização de protestos públicos para garantir a igualdade de gênero."", ""d"": ""oposição de grupos religiosos para impedir os casamentos homoafetivos."", ""e"": ""estabelecimento de políticas governamentais para promover ações afirmativas.""}",c,"Ninguém nasce mulher: torna-se mulher. Nenhum destino biológico, psíquico, econômico define a forma que a fêmea humana assume no seio da sociedade; é o conjunto da civilização que elabora esse produto intermediário entre o macho e o castrado que qualificam o feminino.","Na década de 1960, a proposição de Simone de Beauvoir contribuiu para estruturar um movimento social que teve como marca o(a)"
"0272d175-eb0c-44e3-881d-079eabc76995",matematica-137-2018,Matemática e suas Tecnologias - QUESTÃO 137 - 2018,"{""a"": ""56a"", ""b"": ""55a"", ""c"": ""52a"", ""d"": ""51a"", ""e"": ""45a""}",c,"Um contrato de empréstimo prevê que quando uma parcela é paga de forma antecipada, conceder-se-á uma redução de juros de acordo com o período de antecipação. Nesse caso, paga-se o valor presente, que é o valor, naquele momento, de uma quantia que deveria ser paga em uma data futura. Um valor presente P submetido a juros compostos com taxa i, por um período de tempo n, produz um valor futuro V determinado pela fórmula<br />V = P ⋅ (1+i)^n <br />Em um contrato de empréstimo com sessenta parcelas fixas mensais, de R$ 820,00, a uma taxa de juros de 1,32% ao mês, junto com a trigésima parcela será paga antecipadamente uma outra parcela, desde que o desconto seja superior a 25% do valor da parcela.<br />Utilize 0,2877 como aproximação para In 4/3 e  0,0131 como aproximação para In (1,0132).",A primeira das parcelas que poderá ser antecipada junto com a 30a é a
"0275c9ab-b42d-4c5b-8255-2e458b721255",humanas-88-2019,Ciências Humanas e suas Tecnologias - Questão 88 - 2019,"{""a"": ""atração de imigrantes."", ""b"": ""elevação da carga tributária."", ""c"": ""qualificação da mão de obra."", ""d"": ""admissão de exilados políticos."", ""e"": ""concessão de aposentadorias.""}",c,"O bônus demográfico é caracterizado pelo período em que, por causa da redução do número de filhos por mulher, a estrutura populacional fica favorável ao crescimento econômico. Isso acontece porque há proporcionalmente menos crianças na população, e o percentual de idosos ainda não é alto.",A ação estatal que contribui para o aproveitamento do bônus demográfico é o estímulo à
"027e7bf7-9553-4b32-b2de-9c4910afdf70",linguagens-32-2018,"Linguagens, Códigos e suas Tecnologias - QUESTÃO 32 - 2018","{""a"": ""disposição cênica dos artistas no espaço teatral."", ""b"": ""integração de diversas linguagens artísticas."", ""c"": ""sobreposição entre música e texto literário."", ""d"": ""manutenção de um diálogo com o público."", ""e"": ""adoção de um enredo como fio condutor.""}",b,<img src='https://enemapi.erikna.com/images/2018/32.png' />,"O grupo O Teatro Mágico apresenta composições autorais que têm referências estéticas do rock, do pop e da música folclórica brasileira. A originalidade dos seus shows tem relação com a ópera europeia do século XIX a partir da"
"028e5503-fee6-40d8-a8f3-658868d70fc3",naturais-110-2019,Ciências Naturais e suas Tecnologias - Questão 110 - 2019,"{""a"": ""Melhoria dos métodos de controle dos vetores desses vírus."", ""b"": ""Fabricação de soros mutagênicos para combate desses vírus."", ""c"": ""Investimento da indústria em equipamentos de proteção individual."", ""d"": ""Produção de vacinas que evitam a infecção das células hospedeiras."", ""e"": ""Desenvolvimento de antirretrovirais que dificultam a reprodução desses vírus.""}",e,"Na família Retroviridae encontram-se diversos vírus que infectam aves e mamíferos, sendo caracterizada pela produção de DNA a partir de uma molécula de RNA. Alguns retrovírus infectam exclusivamente humanos, não necessitando de outros hospedeiros, reservatórios ou vetores biológicos. As infecções ocasionadas por esses vírus vêm causando mortes e grandes prejuízos ao desenvolvimento social e econômico. Nesse contexto, pesquisadores têm produzido medicamentos que contribuem para o tratamento dessas doenças.",Que avanços tecnológicos têm contribuído para o tratamento dessas infecções virais?
"02bad2ef-6d2c-42d9-a3de-649668e18ddf",matematica-136-2016,Matemática e suas Tecnologias - QUESTÃO 136 - 2016,"{""a"": ""diminuir em 2 unidades."", ""b"": ""diminuir em 4 unidades."", ""c"": ""aumentar em 2 unidades."", ""d"": ""aumentar em 4 unidades."", ""e"": ""aumentar em 8 unidades.""}",c,"Para uma feira de ciências, dois projéteis de foguetes, A e B, estão sendo construídos para serem lançados. O planejamento é que eles sejam lançados juntos, com o objetivo de o projétil B interceptar o A quando esse alcançar sua altura máxima. Para que isso aconteça, um dos projéteis descreverá uma trajetória parabólica, enquanto o outro irá descrever uma trajetória supostamente retilínea. O gráﬁco mostra as alturas alcançadas por esses projéteis em função do tempo, nas simulações realizadas.<br /><img src='https://enemapi.erikna.com/images/2016/136.png' /><br />Com base nessas simulações, observou-se que a trajetória do projétil B deveria ser alterada para que o objetivo fosse alcançado.","Para alcançar o objetivo, o coeﬁciente angular da reta que representa a trajetória de B deverá"
"02d9674b-a251-40f4-bf49-7d4fda849731",naturais-69-2015,Ciências Naturais e suas Tecnologias - QUESTÃO 69 - 2015,"{""a"": ""1"", ""b"": ""2"", ""c"": ""3"", ""d"": ""4"", ""e"": ""5""}",e,"Normalmente, as células do organismo humano realizam a respiração aeróbica, na qual o consumo de uma molécula de glicose gera 38 moléculas de ATP. Contudo, em condições anaeróbicas, o consumo de uma molécula de glicose pelas células é capaz de gerar apenas duas moléculas de ATP.<br /><img src='https://enemapi.erikna.com/images/2015/69.png' />","Qual curva representa o perfil de consumo de glicose, para manutenção da homeostase de uma célula que inicialmente está em uma condição anaeróbica e é submetida a um aumento gradual da concentração de oxigênio?"
"02da9b02-d424-4909-9692-4805a570ee96",linguagens-02-2020,"Linguagens, Códigos e suas Tecnologias - Questão 02 Espanhol - 2020","{""a"": "" o compromisso político afasta o artista da criação."", ""b"": "" os costumes sociais governam a linguagem e as atitudes das pessoas."", ""c"": "" o compromisso ideológico de alguns intelectuais está refletido em suas obras."", ""d"": "" a complexidade relacionada ao conceito de liberdade impede o compromisso."", ""e"": "" os intelectuais latino-americanos têm um posicionamento acrítico perante o poder.""}",c,"Los propietarios de la libertad<br />Las palabras cumplen ciclos; las actitudes también. Sin embargo, cuando las palabras designan actitudes, los ciclos se vuelven más complejos. Cuando el hoy tan denostado Sartre puso la palabra compromiso sobre el tapete y hasta Mac Leish publicó un libro sobre la responsabilidad de los intelectuales, estas dos palabras, compromiso y responsabilidad, designaban actitudes que, sin ser gemelas, eran bastante afines. Salvo contadas excepciones, los intelectuales de entonces las hicieron suyas y, equivocados o no, dijeron sin eufemismos por qué empeño se la jugaban.<br />Los intelectuales latinoamericanos también comprendieron dónde estaba esta vez el enemigo. Sólo entonces empezó la mala prensa. Los grandes pontífices de la propaganda subrayaron una y otra vez la palabra libertad y denostaron el compromiso. Libertad no era librarse de Batista o de Somoza, sino mantener la prensa libre. Libertad es la emocionada comprobación de que la gran prensa norteamericana es capaz de descubrir que Lumumba o Allende fueron liquidados por la CIA, sin poner el acento en que eso no sirve para resucitarlos.<br />¿Y compromiso? Es la actitud que adoptan ciertos intelectuales, cuya carga ideológica perjudica notoriamente su arte. Después de todo, ¿cómo se atreven a frecuentar las provincias del espíritu, si es público y notorio que tales ámbitos son patrimonio exclusivo de los propietarios de la libertad? BENEDETTI, M. Perplejidades de fin de siglo. ","Transformar palavras em atitudes tem sido um dos grandes dilemas dos intelectuais. Ao ponderar sobre essa temática, o autor, um  dos grandes críticos e literatos latino-americanos da atualidade, leva o leitor a perceber que"
"02db981c-1d9f-4fe4-931b-9cc3a4c949c4",matematica-171-2017,Matemática e suas Tecnologias - QUESTÃO 171 - 2017,"{""a"": ""10×2/3^10"", ""b"": ""10×2^9/3^10"", ""c"": ""2^10/3^100"", ""d"": ""2^90/3^100"", ""e"": ""2/3^10""}",a,"Numa avenida existem 10 semáforos. Por causa de uma pane no sistema, os semáforos ﬁcaram sem controle durante uma hora, e ﬁxaram suas luzes unicamente em verde ou vermelho. Os semáforos funcionam de forma independente; a probabilidade de acusar a cor verde é de 2/3 e a de acusar a cor vermelha é de 1/3. Uma pessoa percorreu a pé toda essa avenida durante o período da pane, observando a cor da luz de cada um desses semáforos. ",Qual a probabilidade de que esta pessoa tenha observado exatamente um sinal na cor verde? 
"02f80125-a428-42b0-8a71-9d8124eb2460",matematica-137-2022,Matemática e suas Tecnologias - QUESTÃO 137 - 2022,"{""a"": ""0,125."", ""b"": ""0,200."", ""c"": ""4,800."", ""d"": ""6,000."", ""e"": ""12,000.""}",b,"Um borriador de atuação automática libera, a cada acionamento, uma mesma quantidade de inseticida. O recipiente desse produto, quando cheio, contém 360 mL de inseticida, que duram 60 dias se o borrifador permanecer ligado ininterruptamente e for acionado a cada 48 minutos. ","A quantidade de inseticida que é liberada a cada acionamento do borrifador, em mililitro, é"
"0315c58f-16d8-4dd8-afc6-70510c9b775e",humanas-58-2018,Ciências Humanas e suas Tecnologias - QUESTÃO 58 - 2018,"{""a"": ""conter a abertura econômica para conseguir a adesão das elites."", ""b"": ""impedir a ingerência externa para garantir a conservação de direitos."", ""c"": ""regulamentar os meios de comunicação para coibir os partidos de oposição."", ""d"": ""aprovar os projetos reformistas para atender a mobilização de setores trabalhistas."", ""e"": ""incrementar o processo de desestatização para diminuir a pressão da opinião pública.""}",d,"A democracia que eles pretendem é a democracia dos privilégios, a democracia da intolerância e do ódio. A democracia que eles querem é para liquidar com a Petrobras, é a democracia dos monopólios, nacionais e internacionais, a democracia que pudesse lutar contra o povo. Ainda ontem eu afirmava que a democracia jamais poderia ser ameaçada pelo povo, quando o povo livremente vem para as praças – as praças que são do povo. Para as ruas – que são do povo.","Em um momento de radicalização política, a retórica no discurso do presidente João Goulart, proferido no comício da Central do Brasil, buscava justificar a necessidade de"
"0318ab7c-2cfe-46d4-9f85-9363ce4a3a60",matematica-163-2016,Matemática e suas Tecnologias - QUESTÃO 163 - 2016,"{""a"": ""De 0 a 10."", ""b"": ""De 5 a 10."", ""c"": ""De 5 a 15."", ""d"": ""De 15 a 25."", ""e"": ""De 0 a 25.""}",b,"Um reservatório é abastecido com água por uma torneira e um ralo faz a drenagem da água desse reservatório. Os gráﬁcos representam as vazões Q, em litro por minuto, do volume de água que entra no reservatório pela torneira e do volume que sai pelo ralo, em função do tempo t, em minuto.<br /><img src='https://enemapi.erikna.com/images/2016/163.png' />","Em qual intervalo de tempo, em minuto, o reservatório tem uma vazão constante de enchimento?"
"031fd90a-b84c-4203-b6ec-06dc1c6b93ea",linguagens-97-2016,"Linguagens, Códigos e suas Tecnologias - QUESTÃO 97 - 2016","{""a"": ""adotar práticas de consumo consciente."", ""b"": ""alterar hábitos de higienização pessoal e residencial."", ""c"": ""contrapor-se a formas indiretas de exportação de água."", ""d"": ""optar por vestuário produzido com matéria-prima reciclável."", ""e"": ""conscientizar produtores rurais sobre os custos de produção.""}",a,<img src='https://enemapi.erikna.com/images/2016/97.png' />,"Nessa campanha publicitária, para estimular a economia de água, o leitor é incitado a"
